	MG1655-1	23BD2-4_1	23BD4-3_1	23BD6-1_1	23BD7-4_1	metJ-1	acrB-1	metJ_acrB-1	MG1655-2	23BD2-4_2	23BD4-3_2	23BD6-1_2	23BD7-4_2	metJ-2	acrB-2	metJ_acrB-2	MG1655-3	23BD2-4_3	23BD4-3_3	23BD6-1_3	23BD7-4_3	metJ-3	acrB-3	metJ_acrB-3	metJ_relA_acrB-1	metJ_relA_purT-1	metJ_relA_clsA-1	metJ_relA_rnb-1	metJ_relA_yeaR-1	metJ_relA_treR-1	metJ_relA_treA-1	metJ_relA_acrB-2	metJ_relA_purT-2	metJ_relA_clsA-2	metJ_relA_rnb-2	metJ_relA_yeaR-2	metJ_relA_treR-2	metJ_relA_treA-2	metJ_relA_acrB-3	metJ_relA_purT-3	metJ_relA_clsA-3	metJ_relA_rnb-3	metJ_relA_yeaR-3	metJ_relA_treR-3	metJ_relA_treA-3
72.50975	1.789	57.198	65.321	46.694	58.832	17.767	13.431	38.553	1.433	57.912	65.194	44.9	58.621	21.267	5.896	38.2	2.088	58.545	66.184	45.907	59.013	21.059	7.378	41.275	8.259	46.401	6.535	11.807	9.235	13.972	10.352	11.102	42.693	4.771	14.089	7.716	11.117	9.132	5.153	31.967	1.941	15.675	5.166	7.716	6.102
72.67637	1.778	57.009	65.301	46.514	58.874	17.518	13.156	38.32	1.765	57.606	65.088	44.72	58.146	21.331	6.083	38.139	2.246	58.212	65.847	45.609	58.853	21.122	7.221	41.24	7.553	45.789	6.464	11.819	9.22	13.72	10.046	10.683	42.226	4.817	14.243	7.639	10.753	8.682	5.342	31.91	2.219	14.882	5.039	7.443	6.348
72.84308	1.764	56.898	65.423	46.764	58.1	17.774	13.523	38.506	1.322	57.756	65.469	44.826	58.033	21.533	5.757	38.096	2.064	58.446	66.086	46.006	59.201	21.067	7.268	41.372	7.891	46.27	6.712	11.927	9.24	14.267	10.531	11.05	42.618	5.378	14.181	7.751	10.922	8.621	5.445	32.12	2.203	15.365	4.911	7.663	6.451
73.00969	1.655	56.79	65.327	46.772	58.104	17.81	13.664	38.614	1.392	57.714	65.317	44.86	58.18	21.406	6.206	38.492	1.852	58.369	65.995	46.051	58.835	21.146	7.517	41.343	8.379	46.024	7.131	11.752	9.117	13.999	10.508	11.164	42.709	4.9	14.529	7.558	10.843	8.424	5.86	32.213	2.435	16.086	4.919	8.058	6.321
73.17632	1.821	57.227	65.425	46.903	58.251	17.792	13.525	38.736	1.647	57.81	65.328	44.846	58.327	21.536	6.147	38.558	1.823	58.202	66.095	45.928	58.84	21.222	7.43	41.412	8.068	46.043	6.986	12.189	9.147	14.363	10.459	10.968	42.896	4.894	14.192	7.828	10.796	8.663	5.423	32.01	2.079	16.18	5.23	7.8	6.549
73.34299	1.608	57.015	65.507	46.878	58.354	17.593	13.841	38.502	1.611	58.15	65.411	44.993	57.911	21.372	6.315	38.584	1.991	58.453	66.122	45.763	59.089	21.06	7.425	41.614	7.865	46.078	6.72	12.361	9.46	14.084	10.578	10.65	42.783	4.77	14.309	7.428	10.742	8.579	6.165	32.172	2.037	15.634	4.874	7.652	6.628
73.50977	1.951	56.949	65.303	46.965	58.603	17.928	13.389	38.722	1.727	58.003	65.497	44.846	58.621	21.279	6.348	38.604	1.793	58.648	66.153	46.029	59.34	21.145	8.181	41.609	7.962	46.37	6.694	12.083	9.033	14.11	10.709	10.863	42.636	4.653	14.785	7.561	10.874	8.363	6.831	32.064	2.492	15.965	4.843	7.716	6.658
73.67637	1.632	57.418	65.348	47.093	58.578	17.923	13.463	38.838	1.558	57.9	65.629	44.856	58.625	21.165	6.617	38.866	2.062	58.569	66.259	45.932	58.855	21.527	7.41	41.644	8.442	46.386	6.615	12.04	9.189	13.94	10.644	10.822	42.906	4.77	14.69	7.787	11.013	9.049	5.853	32.37	2.17	16.1	4.931	7.814	6.693
73.8431	1.81	57.26	65.538	47.163	58.246	17.553	13.787	38.762	1.591	58.148	65.414	45.1	58.235	21.49	5.985	38.703	1.923	58.672	66.189	46.206	59.333	21.361	7.792	41.569	7.955	45.791	6.793	12.48	9.02	13.919	10.68	11.001	42.744	4.774	14.233	7.736	10.904	8.622	5.596	32.148	1.913	16.106	5.774	7.5	6.64
74.00971	1.762	57.596	65.471	47.056	58.377	17.949	13.572	38.708	1.43	57.965	65.55	45.05	58.511	21.455	6.405	38.91	2.024	58.631	66.182	45.985	59.437	21.298	7.748	42.038	8.32	46.234	6.749	12.063	9.209	14.145	10.496	11.424	42.664	4.786	14.425	7.727	11.039	8.698	5.551	32.495	2.096	15.574	4.975	7.949	6.566
74.17643	1.777	57.397	65.276	47.25	58.756	18.207	13.913	39.042	2.113	58.174	65.53	45.214	58.31	21.746	6.134	38.78	1.521	58.694	66.162	46.241	59.267	21.272	7.652	41.795	8.256	46.286	6.593	11.94	9.113	13.973	10.898	10.925	42.829	4.86	14.798	7.463	10.949	9.245	5.973	32.475	2.253	16.12	4.903	7.854	6.409
74.34312	1.697	57.05	65.512	47.275	58.786	17.96	14.04	39.063	1.339	57.974	65.505	45.065	58.804	21.587	6.23	38.977	1.849	58.812	66.08	46.093	59.181	21.636	7.487	41.731	7.803	46.225	6.776	12.444	9.123	14.424	10.795	11.024	42.998	4.722	14.723	7.767	10.991	8.852	5.982	32.552	1.941	15.784	5.316	7.806	6.418
74.50983	1.755	57.131	65.438	47.204	58.753	17.849	13.792	38.947	1.335	58.077	65.488	45.228	58.25	21.324	6.28	39.119	2.014	58.542	66.061	46.045	59.233	21.398	7.739	41.899	8.28	46.035	7.261	12.312	9.112	14.101	10.86	10.833	42.669	4.575	14.586	7.713	10.91	8.888	5.977	32.476	2.003	15.938	5.372	7.592	6.557
74.67661	1.592	57.437	65.574	47.271	58.74	17.956	13.722	39.009	1.753	58.241	65.741	45.265	58.468	21.578	6.67	39.066	1.826	58.734	66.199	46.027	59.308	21.422	8.101	41.789	8.21	46.537	6.666	12.416	9.272	14.472	10.879	11.024	42.937	4.79	14.779	7.588	10.785	9.342	5.99	32.244	2.621	16.015	5.326	7.781	6.222
74.84325	1.708	57.488	65.443	47.171	58.62	17.671	14.169	39.239	1.719	57.996	65.435	45.225	58.667	21.663	6.169	38.977	1.788	58.523	66.122	46.326	59.417	21.329	8.119	41.754	8.02	46.318	6.862	12.689	9.087	14.351	10.914	10.747	42.928	4.99	14.816	7.767	11.311	8.568	6.361	32.544	1.987	15.908	5.093	7.654	6.246
75.00993	1.654	57.417	65.46	47.328	58.519	17.765	14.348	39.077	1.897	58.36	65.538	45.324	58.422	21.613	6.261	38.93	1.793	58.885	66.225	46.195	59.345	21.424	7.806	42.228	9.24	46.678	6.779	12.868	9.41	14.156	10.718	11.244	43.113	4.589	14.996	7.6	11.173	9.818	6.481	32.38	2.424	16.493	5.27	7.572	7.032
75.17661	1.73	57.631	65.757	47.378	58.677	17.745	14.302	39.131	1.624	58.34	65.662	45.23	58.55	21.677	6.131	39.244	1.72	58.752	66.435	46.502	59.415	21.573	8.138	41.962	7.546	46.148	6.621	12.36	9.048	14.249	11.046	11.285	42.961	4.895	15.237	7.667	11.587	8.844	6.034	32.236	2.241	16.908	5.201	8.078	6.758
75.34331	1.523	57.428	65.831	47.333	58.293	17.989	14.127	39.238	1.426	58.409	65.65	45.297	58.775	21.616	6.317	38.977	1.762	58.899	66.428	46.412	59.181	21.201	8.3	42.021	7.977	46.428	6.921	12.444	9.123	14.163	10.563	11.053	42.94	5.013	15.187	7.767	11.253	8.736	5.924	32.668	2.463	16.306	5.49	7.69	6.476
75.50987	1.799	57.59	65.633	47.502	58.78	17.62	14.696	39.019	1.318	58.042	65.451	45.527	58.769	21.931	6.434	39.277	1.908	58.712	65.994	46.455	59.432	21.192	7.777	42.055	8.372	46.157	6.779	13.042	9.237	13.983	10.747	11.592	42.795	4.676	15.025	7.629	11.434	8.574	6.192	32.699	2.309	16.232	5.039	7.485	6.337
75.67657	1.86	57.627	65.518	47.53	58.703	18.008	14.135	39.347	1.463	58.276	65.683	45.354	58.346	21.532	6.199	39.084	1.702	58.979	66.367	46.015	59.267	21.05	8.119	42.002	7.726	46.501	6.661	12.597	9.722	14.102	10.934	11.955	42.942	4.793	15.472	7.901	11.185	8.906	5.729	32.459	2.027	16.276	4.926	7.537	6.596
75.84323	1.86	57.569	65.807	47.588	58.501	18.008	14.742	39.289	1.694	58.16	66.116	45.268	58.491	21.474	6.777	39.459	1.759	59.065	66.483	46.362	59.325	21.57	8.205	42.233	8.072	46.357	6.69	12.424	9.057	14.044	11.222	11.869	43.346	5.14	15.154	8.19	11.214	9.31	5.729	32.892	2.027	16.536	5.07	7.855	6.683
76.00996	1.965	57.544	65.8	47.451	58.885	17.763	13.957	39.457	1.302	58.444	65.761	45.365	58.269	21.479	6.378	39.337	1.708	58.981	66.384	46.649	59.647	21.367	8.555	41.96	8.068	46.446	7.072	12.794	9.06	14.392	11.122	11.545	43.127	4.837	15.863	8.087	11.315	8.807	5.423	32.701	1.935	16.209	5.547	8.002	6.433
76.17661	1.904	57.76	65.899	47.669	58.899	18.188	14.441	39.417	1.672	58.428	65.658	45.381	58.399	22.163	6.085	39.498	1.818	59.052	66.453	46.29	59.228	21.474	8.377	42.208	8.667	46.635	7.125	12.932	9.43	14.557	11.058	11.308	43.115	4.833	15.425	7.735	11.193	8.801	5.852	32.807	2.364	16.52	5.601	7.968	6.631
76.34334	1.666	57.815	65.635	47.615	59.099	18.031	14.516	39.338	1.923	58.597	65.855	45.357	58.945	21.543	6.508	39.591	1.982	58.761	66.391	46.321	59.485	21.458	8.309	42.415	9.03	46.437	6.598	13.094	9.132	14.253	10.93	11.787	42.947	4.508	15.585	7.981	11.612	9.163	7.312	32.673	2.416	16.969	5.42	7.901	6.68
76.50986	1.515	57.662	65.759	47.606	59.266	18.023	14.631	39.544	1.967	58.494	65.806	45.58	58.882	21.699	6.288	39.738	1.992	59.095	66.395	46.678	59.362	21.378	8.49	42.298	8.627	46.366	6.984	13.209	9.111	14.089	11.038	11.584	43.085	4.93	15.608	8.26	11.546	8.927	6.06	32.665	2.154	16.964	5.008	8.196	6.406
76.67655	1.796	58.013	65.858	47.68	58.723	17.89	14.637	39.466	1.906	58.792	65.818	45.74	58.684	21.772	6.748	39.69	1.876	59.189	66.496	46.47	59.597	21.8	8.001	42.397	8.978	46.644	7.127	13.013	9.457	14.222	10.76	11.188	43.215	4.81	15.732	8.213	11.067	8.965	6.086	32.75	2.317	16.742	5.405	8.312	6.691
76.84335	1.774	57.633	65.846	47.606	58.777	18.311	14.89	39.544	1.536	58.494	65.892	45.523	58.853	21.728	6.374	39.738	1.848	59.21	66.596	46.649	59.534	21.35	8.001	42.298	8.885	46.481	7.013	12.95	9.082	14.808	11.153	12.102	43.085	5.189	15.493	8.26	11.316	8.755	5.802	32.751	2.126	16.964	5.842	7.592	6.924
77.01001	1.702	57.916	65.809	47.728	59.091	17.767	14.867	39.615	1.663	58.515	65.625	45.704	58.707	21.842	6.269	39.607	1.887	58.976	66.586	46.51	59.473	21.26	8.24	42.452	9.207	46.43	7.253	12.841	9.35	14.432	10.955	11.963	43.296	5.0	15.927	8.233	11.548	9.132	5.986	32.8	2.372	17.197	5.281	7.802	6.878
77.17664	1.549	57.69	65.773	47.735	58.955	17.696	14.717	39.237	1.359	58.425	65.903	45.685	58.802	21.416	6.591	39.685	1.864	59.035	66.602	46.537	59.707	21.517	8.358	42.582	8.512	46.29	7.288	13.065	9.524	14.576	11.143	11.326	43.249	4.957	15.656	8.36	11.475	9.177	6.112	32.753	2.538	17.071	5.009	7.604	6.858
77.34345	2.321	57.818	65.77	47.908	59.203	17.821	14.768	39.463	1.465	58.454	65.841	45.662	59.022	21.413	6.686	39.593	2.103	59.246	66.506	46.24	59.635	21.333	8.422	42.567	8.335	46.344	6.872	13.145	9.444	14.737	11.497	11.749	43.029	4.895	15.897	7.796	11.342	8.962	6.359	33.231	2.202	17.143	5.464	7.669	6.846
77.51015	2.15	58.047	66.056	47.736	59.117	18.307	14.825	39.835	1.722	58.826	65.927	45.576	59.108	21.556	6.658	39.936	1.931	59.217	66.591	46.526	59.578	21.562	8.365	42.424	8.849	46.744	7.557	13.402	9.273	14.394	11.126	12.149	43.115	4.81	16.154	7.654	12.141	9.047	5.788	32.86	2.402	16.886	5.435	7.926	6.36
77.67674	1.654	58.2	65.778	47.842	58.987	17.973	14.808	39.83	1.367	58.72	65.963	45.883	58.806	21.79	6.843	40.045	1.775	59.37	66.541	46.572	59.703	21.481	8.807	42.646	9.631	46.563	7.258	13.185	9.458	14.285	11.307	11.617	43.25	4.998	15.735	7.72	11.75	9.371	6.204	33.089	2.05	17.21	5.252	7.996	6.519
77.84341	1.936	57.928	65.905	47.887	59.286	18.052	15.202	39.876	1.791	58.562	66.004	45.871	59.134	22.011	6.468	39.977	1.856	59.184	66.696	46.787	59.403	21.53	8.687	42.349	9.083	46.521	7.282	13.179	9.424	14.335	11.386	11.811	43.181	5.08	16.072	7.599	12.115	9.621	6.485	33.165	1.876	17.261	5.334	8.02	6.6
78.00995	1.953	57.94	65.97	48.02	59.298	17.862	15.498	39.701	1.379	58.799	66.126	45.834	59.004	21.875	6.568	39.858	1.899	59.337	66.588	46.862	59.643	21.677	8.53	42.571	8.467	46.17	6.897	13.504	9.837	14.426	11.338	12.108	42.86	5.068	15.881	8.036	11.667	8.861	6.387	32.709	2.123	17.413	5.351	7.834	6.559
78.17675	1.882	57.658	66.263	47.956	59.073	17.887	15.15	39.745	2.109	58.863	66.192	45.769	58.977	21.562	6.501	39.817	1.917	59.228	66.541	46.629	59.875	21.652	8.436	42.646	7.919	46.705	6.944	13.099	9.8	14.542	11.107	11.617	43.193	4.998	15.992	8.119	11.665	9.285	7.117	33.003	2.307	17.667	5.338	8.168	6.861
78.34355	1.961	57.721	66.104	47.974	59.191	18.384	15.271	39.982	1.592	59.017	66.033	45.841	59.181	21.863	6.701	39.941	1.946	59.206	66.642	46.966	59.795	21.529	8.294	42.687	8.352	46.468	7.543	13.505	9.402	14.332	11.431	11.652	43.237	4.85	16.602	7.845	12.047	9.266	5.772	32.974	2.211	17.476	5.475	8.055	6.43
78.51019	2.211	58.176	66.158	48.034	58.989	17.999	15.145	40.046	1.469	58.927	66.086	46.046	58.951	21.763	6.748	40.204	1.936	59.547	66.894	47.282	59.936	21.484	9.055	42.435	8.341	46.585	7.133	13.151	9.992	14.716	11.475	12.269	43.298	4.985	16.104	8.431	11.034	9.225	6.306	32.955	2.833	17.521	5.382	8.359	7.022
78.6768	1.821	58.308	66.035	48.243	59.291	17.961	15.42	39.879	1.739	59.233	66.078	46.054	58.996	21.928	6.62	40.038	1.979	59.307	66.858	46.922	59.867	21.622	9.013	42.527	8.015	46.995	7.061	13.425	9.464	14.654	11.409	12.544	43.334	5.34	16.266	7.937	11.825	9.758	6.462	33.155	2.157	17.654	5.479	8.146	6.52
78.84341	1.714	58.224	66.182	48.011	58.949	18.318	15.117	40.015	2.147	58.808	66.025	45.964	59.283	22.143	6.715	40.089	2.074	59.539	66.778	46.748	60.012	21.81	8.766	42.665	8.14	46.678	7.414	13.494	9.846	14.526	11.365	12.298	43.187	4.776	16.279	7.95	11.839	9.028	6.156	33.117	2.135	17.495	5.401	8.07	6.443
79.0101	1.857	58.102	66.051	47.997	59.573	17.922	15.413	39.898	1.571	58.851	66.037	45.923	58.992	21.655	6.962	39.828	2.179	59.557	66.644	46.642	59.633	21.66	8.869	42.543	8.923	46.376	7.262	13.562	9.72	14.778	11.713	11.966	43.205	4.745	16.57	8.668	11.443	8.863	6.208	32.784	2.567	17.844	5.342	8.201	6.666
79.17683	1.707	58.022	66.292	47.986	59.348	18.219	15.534	39.821	1.825	59.119	66.221	45.968	59.453	21.699	6.848	40.067	1.893	59.736	67.03	46.893	59.81	21.765	9.013	42.699	9.072	46.709	7.118	13.825	9.75	14.397	11.438	12.172	43.42	4.997	16.123	7.908	11.882	9.758	6.148	33.155	2.128	17.74	5.308	8.203	6.806
79.34344	1.771	58.301	66.137	48.225	59.259	18.122	15.841	40.013	1.542	59.022	66.208	45.895	59.421	22.112	6.734	40.285	1.751	59.557	66.758	47.185	60.118	21.546	8.812	42.829	8.781	46.804	7.205	13.733	9.434	14.464	11.741	12.165	43.434	4.916	16.941	8.554	11.785	9.206	5.751	33.098	2.139	18.273	5.542	8.258	6.923
79.51019	1.864	58.618	66.141	48.336	59.432	17.821	15.339	40.12	1.665	59.14	66.012	46.119	59.45	22.041	7.143	40.307	2.131	59.702	66.763	47.04	59.978	21.59	8.822	43.023	8.592	46.772	7.529	13.63	9.53	14.194	11.926	12.891	43.458	4.924	16.668	8.054	12.199	8.904	6.302	33.288	2.145	18.057	5.292	8.011	6.789
79.67677	2.021	58.613	66.418	48.286	59.6	17.909	15.772	40.019	1.734	59.075	66.261	46.213	59.162	21.812	6.953	40.12	2.284	59.612	66.781	47.215	60.088	21.815	8.802	43.034	9.454	46.864	7.196	13.693	9.596	14.763	11.728	12.896	43.524	5.222	16.243	7.713	12.001	9.65	6.485	33.336	2.532	17.917	5.249	7.849	6.686
79.84349	2.438	58.652	66.141	48.534	59.755	18.318	15.498	40.072	2.492	59.056	66.383	46.091	59.26	21.875	7.081	40.115	1.984	59.822	66.902	46.947	59.643	21.934	8.929	42.685	8.21	46.854	7.182	13.875	9.78	14.426	11.595	12.193	43.374	5.039	16.737	8.121	12.266	9.089	6.187	32.994	2.351	18.069	5.237	8.461	6.73
80.01015	2.042	58.497	66.129	48.432	59.57	18.581	16.074	39.969	1.783	59.129	66.314	46.217	59.218	21.768	7.114	40.154	2.417	59.752	66.862	47.046	60.343	21.457	8.963	42.668	8.33	46.838	7.272	14.137	9.5	14.405	11.601	12.285	43.557	5.5	17.228	8.442	12.33	9.523	5.564	32.975	2.183	17.99	5.184	8.324	6.649
80.17695	1.943	58.358	66.537	48.34	59.915	18.065	15.67	40.013	1.542	59.193	66.237	46.237	59.335	21.712	7.391	40.342	1.751	59.814	67.1	47.356	60.261	21.831	8.869	42.886	8.923	46.832	7.434	13.99	10.062	14.436	11.399	13.165	43.462	4.916	17.255	8.64	12.299	9.406	6.208	33.469	2.824	18.016	5.713	8.487	6.438
80.34354	1.771	58.644	66.451	48.568	59.316	18.122	15.584	40.041	1.828	59.45	66.322	46.237	59.421	21.912	7.362	40.142	2.008	59.5	67.072	47.328	59.633	21.46	9.126	42.743	8.352	47.004	7.691	14.218	9.549	14.265	11.57	12.822	43.377	5.573	16.741	8.326	12.185	9.292	6.008	33.384	2.395	18.473	5.513	8.116	6.78
80.51028	1.661	58.166	66.365	48.708	59.81	18.134	15.971	40.278	1.913	59.194	66.407	46.266	59.573	22.202	7.071	40.292	1.975	59.791	67.125	47.491	60.325	21.434	8.948	42.747	8.199	46.8	7.943	13.92	9.514	14.809	11.582	12.295	43.72	4.974	16.809	7.937	11.796	9.19	6.093	33.118	2.345	18.513	5.344	8.451	6.807
80.67691	1.971	58.339	66.411	48.783	59.75	18.232	15.546	40.101	1.404	59.351	66.368	46.364	59.798	22.057	7.144	40.232	2.417	59.71	67.064	47.549	60.241	21.724	9.023	42.894	8.312	46.906	7.414	14.009	9.674	15.013	12.022	12.384	43.444	5.176	17.308	8.379	12.096	9.199	5.956	33.431	2.764	18.353	5.458	8.156	6.729
80.84351	2.003	58.422	66.337	48.765	59.639	18.504	15.999	40.107	1.77	59.194	66.207	46.58	59.345	21.832	7.1	40.178	2.174	59.876	67.239	47.235	60.069	21.747	9.033	42.462	8.541	47.0	7.23	13.948	9.599	14.467	11.838	12.552	43.606	5.031	17.379	8.251	12.423	9.618	6.008	33.802	2.26	18.684	5.515	7.995	6.807
81.01035	1.918	58.565	66.422	48.794	59.554	18.048	16.17	40.392	1.514	59.508	66.464	46.522	59.573	22.06	7.014	40.548	2.06	59.905	67.068	47.177	59.926	21.833	9.603	42.718	8.74	46.886	7.658	14.12	9.827	14.325	11.838	12.524	43.435	5.317	16.952	8.108	12.167	9.105	7.176	33.317	2.459	19.396	5.515	8.052	6.664
81.17688	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
81.34368	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
81.51028	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
81.67696	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
81.84361	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
82.01021	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
82.17705	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
82.34364	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
82.51038	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
82.67696	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
82.8437	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
83.01031	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
83.17703	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
83.3437	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
83.51038	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
83.67705	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
83.84379	-15.243	-15.38	-12.169	-11.696	-12.31	-13.223	-12.849	-12.772	-18.241	-18.285	-12.669	-12.485	-12.234	-13.744	-16.047	-13.613	-20.602	-14.895	-13.718	-16.562	-13.249	-16.508	-15.254	-13.353	-18.825	-14.545	-14.805	-14.358	-14.46	-22.676	-19.604	-16.011	-14.204	-13.697	-14.69	-23.619	-19.988	-21.083	-13.975	-12.264	-12.592	-12.73	-12.9	-15.893	-13.974
